timestamp,co2,temperature,humidity,occupancy,fresh_air_level,lesson_status,outdoor_temperature,outdoor_humidity
2026-06-01 08:24:00,1033.2,26.4,55.7,47,70,in_class,24.8,78.6
2026-06-01 08:25:00,1057.4,26.5,55.1,59,70,in_class,24.6,75.7
2026-06-01 08:26:00,1051.1,26.4,54.0,43,70,in_class,24.1,74.0
2026-06-01 08:27:00,1040.1,26.3,52.9,33,70,in_class,24.9,78.5
2026-06-01 08:28:00,1032.1,26.3,51.6,50,100,in_class,24.5,76.7
2026-06-01 08:29:00,1010.8,26.2,50.2,39,100,in_class,24.4,76.4
2026-06-01 08:30:00,1002.5,26.1,49.1,30,70,in_class,25.2,76.0
2026-06-01 08:31:00,1019.9,26.1,48.4,59,70,in_class,24.4,78.5
2026-06-01 08:32:00,1032.4,26.0,47.5,43,70,in_class,24.9,73.7
2026-06-01 08:33:00,1034.1,26.0,47.1,46,70,in_class,25.1,73.5
2026-06-01 08:34:00,1029.9,25.9,46.1,35,70,in_class,24.1,77.4
2026-06-01 08:35:00,1011.3,25.8,45.0,25,70,in_class,25.4,75.5
2026-06-01 08:36:00,1002.7,25.7,45.0,36,70,in_class,25.2,78.1
2026-06-01 08:37:00,1025.5,25.8,45.0,56,70,in_class,24.4,79.3
2026-06-01 08:38:00,1038.0,25.8,45.0,53,70,in_class,25.3,77.0
2026-06-01 08:39:00,1021.1,25.8,45.0,26,70,in_class,24.9,78.8
2026-06-01 08:40:00,1015.0,25.8,45.0,33,70,in_class,25.2,73.9
2026-06-01 08:41:00,999.4,25.7,45.0,27,70,in_class,24.5,75.3
2026-06-01 08:42:00,990.0,25.6,45.0,30,70,in_class,25.1,76.4
2026-06-01 08:43:00,1007.9,25.7,45.1,55,70,in_class,25.2,78.6
2026-06-01 08:44:00,1024.0,25.8,45.0,53,70,in_class,24.6,74.4
2026-06-01 08:45:00,1043.6,25.8,45.0,56,70,in_class,25.3,77.9
2026-06-01 08:46:00,1052.0,26.0,45.0,54,70,in_class,24.9,78.9
2026-06-01 08:47:00,1054.2,26.0,45.0,42,70,in_class,24.8,74.6
2026-06-01 08:48:00,1071.6,26.0,45.0,56,70,in_class,24.4,79.3
2026-06-01 08:49:00,1042.7,26.0,45.0,35,100,in_class,24.7,75.9
2026-06-01 08:50:00,1043.6,25.9,45.0,59,100,in_class,24.8,74.6
2026-06-01 08:51:00,1027.7,25.9,45.0,47,100,in_class,24.2,75.6
2026-06-01 08:52:00,1015.3,25.8,45.0,28,70,in_class,25.0,78.0
2026-06-01 08:53:00,1026.9,25.7,45.0,47,70,in_class,24.9,77.0
2026-06-01 08:54:00,1022.4,25.7,45.0,36,70,in_class,24.1,76.8
2026-06-01 08:55:00,1025.1,25.6,45.0,50,70,in_class,24.8,78.8
2026-06-01 08:56:00,1009.9,25.5,45.0,26,70,in_class,25.3,75.2
2026-06-01 08:57:00,1024.9,25.6,45.0,52,70,in_class,24.4,76.0
2026-06-01 08:58:00,1036.7,25.7,45.0,48,70,in_class,25.3,76.7
2026-06-01 08:59:00,1039.4,25.8,45.0,45,70,in_class,24.7,77.1
2026-06-01 09:00:00,1026.6,25.7,45.0,28,70,post_class,25.0,76.4
2026-06-01 09:01:00,995.1,25.7,45.0,8,70,post_class,25.0,74.2
2026-06-01 09:02:00,954.2,25.5,45.0,8,70,post_class,24.2,78.3
2026-06-01 09:03:00,939.4,25.5,45.0,14,70,post_class,25.5,74.9
2026-06-01 09:04:00,903.4,25.3,45.0,4,70,post_class,24.2,76.1
2026-06-01 09:05:00,904.9,25.2,45.0,32,70,pre_class,25.1,79.4
2026-06-01 09:06:00,914.5,25.3,45.1,30,50,pre_class,24.3,74.7
2026-06-01 09:07:00,934.0,25.3,45.2,41,50,pre_class,24.8,75.5
2026-06-01 09:08:00,945.0,25.4,45.1,38,50,pre_class,24.3,75.0
2026-06-01 09:09:00,975.6,25.6,45.7,59,50,pre_class,25.5,75.0
2026-06-01 09:10:00,1006.3,25.6,46.1,53,50,in_class,24.9,78.8
2026-06-01 09:11:00,1013.2,25.7,45.6,32,50,in_class,24.9,74.6
2026-06-01 09:12:00,1023.9,25.8,45.5,48,70,in_class,24.3,77.2
2026-06-01 09:13:00,1043.0,25.8,45.4,57,70,in_class,25.4,78.9
2026-06-01 09:14:00,1029.3,25.8,45.2,34,70,in_class,25.1,79.5
2026-06-01 09:15:00,1016.0,25.7,45.0,30,70,in_class,25.0,75.3
2026-06-01 09:16:00,1007.5,25.7,45.0,26,70,in_class,24.3,77.0
2026-06-01 09:17:00,1022.3,25.7,45.0,51,70,in_class,24.4,76.2
2026-06-01 09:18:00,1013.1,25.6,45.0,33,70,in_class,24.8,77.6
2026-06-01 09:19:00,1032.0,25.7,45.0,60,70,in_class,25.2,76.0
2026-06-01 09:20:00,1014.0,25.6,45.0,27,70,in_class,25.3,78.5
2026-06-01 09:21:00,1012.7,25.6,45.0,35,70,in_class,24.5,76.2
2026-06-01 09:22:00,1019.8,25.6,45.0,47,70,in_class,24.6,77.5
2026-06-01 09:23:00,1012.9,25.6,45.0,33,70,in_class,24.6,79.9
2026-06-01 09:24:00,1033.6,25.6,45.1,57,70,in_class,25.2,78.6
2026-06-01 09:25:00,1019.8,25.6,45.0,29,70,in_class,24.7,75.2
2026-06-01 09:26:00,1008.1,25.5,45.0,25,70,in_class,25.4,78.3
2026-06-01 09:27:00,1006.9,25.5,45.0,41,70,in_class,25.5,80.2
2026-06-01 09:28:00,1021.5,25.6,45.0,53,70,in_class,25.3,78.5
2026-06-01 09:29:00,1013.5,25.7,45.0,37,70,in_class,25.1,79.8
2026-06-01 09:30:00,1025.2,25.6,45.0,47,70,in_class,24.6,76.5
2026-06-01 09:31:00,1039.6,25.6,45.0,50,70,in_class,24.3,77.4
2026-06-01 09:32:00,1024.9,25.6,45.0,34,70,in_class,24.5,76.9
2026-06-01 09:33:00,1027.3,25.5,45.0,38,70,in_class,24.8,79.3
2026-06-01 09:34:00,1017.1,25.5,45.0,36,70,in_class,24.9,75.9
2026-06-01 09:35:00,1012.9,25.5,45.0,34,70,in_class,24.5,76.7
2026-06-01 09:36:00,1032.3,25.6,45.0,60,70,in_class,25.1,75.8
2026-06-01 09:37:00,1055.6,25.7,45.0,59,70,in_class,24.5,80.0
2026-06-01 09:38:00,1063.2,25.8,45.0,49,70,in_class,25.6,79.5
2026-06-01 09:39:00,1070.2,25.8,45.0,53,70,in_class,25.1,75.1
2026-06-01 09:40:00,1048.9,25.7,45.0,41,100,in_class,24.5,80.5
2026-06-01 09:41:00,1035.0,25.7,45.0,50,100,in_class,24.5,77.4
2026-06-01 09:42:00,1027.7,25.7,45.0,46,100,in_class,24.8,79.2
2026-06-01 09:43:00,1008.4,25.6,45.0,44,100,in_class,24.3,75.9
2026-06-01 09:44:00,1014.3,25.6,45.0,39,70,in_class,25.4,75.5
2026-06-01 09:45:00,1031.0,25.6,45.0,56,70,in_class,24.5,76.7
2026-06-01 09:46:00,1040.4,25.6,45.0,53,70,in_class,24.6,76.8
2026-06-01 09:47:00,1053.3,25.7,45.0,55,70,in_class,24.4,78.4
2026-06-01 09:48:00,1043.3,25.7,45.0,35,70,in_class,24.9,77.6
2026-06-01 09:49:00,1037.8,25.6,45.0,34,70,in_class,25.3,79.6
2026-06-01 09:50:00,1006.4,25.6,45.0,30,100,in_class,24.4,80.0
2026-06-01 09:51:00,1007.2,25.6,45.0,36,70,in_class,25.7,78.4
2026-06-01 09:52:00,992.6,25.5,45.0,27,70,in_class,24.7,80.4
2026-06-01 09:53:00,996.7,25.6,45.0,37,70,in_class,24.6,77.6
2026-06-01 09:54:00,983.4,25.6,45.0,32,70,in_class,24.6,79.4
2026-06-01 09:55:00,1002.9,25.6,45.1,53,70,in_class,25.2,78.1
2026-06-01 09:56:00,995.6,25.6,45.0,30,70,in_class,24.8,78.0
2026-06-01 09:57:00,1010.1,25.7,45.0,53,70,in_class,25.2,79.0
2026-06-01 09:58:00,998.8,25.6,45.0,26,70,in_class,25.2,76.5
2026-06-01 09:59:00,996.5,25.6,45.0,40,70,in_class,24.6,79.8
2026-06-01 10:00:00,970.8,25.5,45.0,15,70,post_class,25.6,76.2
2026-06-01 10:01:00,941.2,25.4,45.0,12,70,post_class,25.3,77.5
2026-06-01 10:02:00,927.4,25.3,45.0,18,70,post_class,24.8,78.6
2026-06-01 10:03:00,897.9,25.2,45.0,10,70,post_class,24.8,79.8
2026-06-01 10:04:00,879.2,25.2,45.0,3,50,post_class,24.8,78.5
2026-06-01 10:05:00,892.7,25.1,45.0,33,50,pre_class,24.5,77.7
2026-06-01 10:06:00,898.6,25.2,45.0,32,50,pre_class,25.4,76.6
2026-06-01 10:07:00,916.6,25.2,45.1,39,50,pre_class,25.3,76.7
2026-06-01 10:08:00,953.9,25.3,45.5,52,50,pre_class,24.5,80.1
2026-06-01 10:09:00,979.8,25.4,45.9,50,50,pre_class,25.4,80.4
2026-06-01 10:10:00,984.7,25.3,45.7,31,50,in_class,25.0,77.7
2026-06-01 10:11:00,983.8,25.3,45.1,37,70,in_class,25.3,78.1
2026-06-01 10:12:00,994.4,25.4,45.0,53,70,in_class,25.7,80.2
2026-06-01 10:13:00,996.1,25.4,45.0,34,70,in_class,24.8,80.6
2026-06-01 10:14:00,988.7,25.3,45.0,39,70,in_class,25.0,77.7
2026-06-01 10:15:00,985.4,25.3,45.0,31,70,in_class,24.9,78.0
2026-06-01 10:16:00,984.8,25.3,45.0,34,70,in_class,25.3,80.3
2026-06-01 10:17:00,982.5,25.2,45.0,38,70,in_class,24.8,76.0
2026-06-01 10:18:00,980.4,25.2,45.0,33,70,in_class,24.7,80.2
2026-06-01 10:19:00,975.9,25.2,45.0,32,70,in_class,25.6,80.5
2026-06-01 10:20:00,1001.0,25.3,45.0,60,70,in_class,24.6,76.9
2026-06-01 10:21:00,980.1,25.2,45.0,26,70,in_class,25.1,80.0
2026-06-01 10:22:00,979.9,25.3,45.0,31,70,in_class,25.9,81.3
2026-06-01 10:23:00,964.1,25.2,45.0,26,70,in_class,25.4,77.8
2026-06-01 10:24:00,993.7,25.3,45.0,60,70,in_class,25.5,76.9
2026-06-01 10:25:00,992.0,25.3,45.0,39,70,in_class,24.8,77.7
2026-06-01 10:26:00,996.7,25.3,45.0,43,70,in_class,24.9,78.7
2026-06-01 10:27:00,979.2,25.3,45.0,25,70,in_class,25.9,79.4
2026-06-01 10:28:00,980.6,25.3,45.0,38,70,in_class,25.8,78.1
2026-06-01 10:29:00,966.3,25.3,45.0,25,70,in_class,25.7,78.9
2026-06-01 10:30:00,980.0,25.3,45.0,43,70,in_class,25.8,76.3
2026-06-01 10:31:00,973.0,25.4,45.0,36,70,in_class,25.1,77.3
2026-06-01 10:32:00,993.5,25.4,45.0,56,70,in_class,25.9,77.2
2026-06-01 10:33:00,1018.2,25.5,45.0,58,70,in_class,24.9,76.8
2026-06-01 10:34:00,1030.4,25.6,45.0,56,70,in_class,24.6,78.1
2026-06-01 10:35:00,1031.1,25.6,45.0,37,70,in_class,25.1,81.1
2026-06-01 10:36:00,1018.4,25.6,45.0,27,70,in_class,24.8,79.0
2026-06-01 10:37:00,1026.8,25.6,45.0,50,70,in_class,25.9,80.9
2026-06-01 10:38:00,1041.2,25.6,45.0,55,70,in_class,25.9,79.0
2026-06-01 10:39:00,1042.6,25.7,45.0,44,70,in_class,24.7,76.9
2026-06-01 10:40:00,1026.4,25.6,45.0,30,70,in_class,25.2,80.3
2026-06-01 10:41:00,1040.4,25.5,45.0,45,70,in_class,24.7,78.0
2026-06-01 10:42:00,1037.7,25.6,45.0,44,70,in_class,25.6,81.2
2026-06-01 10:43:00,1023.1,25.6,45.0,27,70,in_class,25.0,77.4
2026-06-01 10:44:00,1027.0,25.6,45.0,44,70,in_class,25.7,77.1
2026-06-01 10:45:00,1022.6,25.5,45.0,31,70,in_class,25.4,77.5
2026-06-01 10:46:00,1010.9,25.4,45.0,35,70,in_class,25.7,80.7
2026-06-01 10:47:00,1026.1,25.5,45.0,57,70,in_class,24.8,81.6
2026-06-01 10:48:00,1043.1,25.5,45.0,55,70,in_class,25.2,80.5
2026-06-01 10:49:00,1060.2,25.7,45.0,54,70,in_class,25.4,80.2
2026-06-01 10:50:00,1064.5,25.7,45.0,52,70,in_class,25.2,79.8
2026-06-01 10:51:00,1083.2,25.8,45.1,58,70,in_class,26.0,77.0
2026-06-01 10:52:00,1061.2,25.7,45.0,44,100,in_class,25.4,81.6
2026-06-01 10:53:00,1050.6,25.7,45.0,53,100,in_class,26.1,78.3
2026-06-01 10:54:00,1049.7,25.7,45.0,53,100,in_class,25.1,76.1
2026-06-01 10:55:00,1017.3,25.7,45.0,31,100,in_class,25.5,78.1
2026-06-01 10:56:00,1015.7,25.7,45.0,57,100,in_class,25.9,80.6
2026-06-01 10:57:00,1008.0,25.7,45.0,47,100,in_class,24.8,80.4
2026-06-01 10:58:00,1014.8,25.8,45.0,49,70,in_class,25.2,81.1
2026-06-01 10:59:00,1018.7,25.9,45.0,40,70,in_class,25.1,78.6
2026-06-01 11:00:00,981.6,25.8,45.0,10,70,post_class,26.1,77.6
2026-06-01 11:01:00,954.5,25.6,45.0,12,70,post_class,25.4,78.2
2026-06-01 11:02:00,935.5,25.6,45.0,12,70,post_class,26.1,76.0
2026-06-01 11:03:00,907.1,25.6,45.0,13,70,post_class,25.8,79.5
2026-06-01 11:04:00,884.5,25.4,45.0,3,70,post_class,25.3,78.2
2026-06-01 11:05:00,893.2,25.5,45.0,30,50,pre_class,25.7,75.9
2026-06-01 11:06:00,902.5,25.5,45.0,38,50,pre_class,26.1,78.0
2026-06-01 11:07:00,916.1,25.5,45.0,32,50,pre_class,25.6,78.7
2026-06-01 11:08:00,936.6,25.5,45.0,41,50,pre_class,25.5,77.6
2026-06-01 11:09:00,943.8,25.6,45.2,36,50,pre_class,25.8,81.3
2026-06-01 11:10:00,958.5,25.7,45.0,39,50,in_class,25.0,76.9
2026-06-01 11:11:00,991.5,25.9,45.4,57,50,in_class,25.8,80.2
2026-06-01 11:12:00,997.5,25.9,45.2,31,50,in_class,25.1,77.3
2026-06-01 11:13:00,1016.4,25.9,45.3,58,70,in_class,26.2,77.6
2026-06-01 11:14:00,1002.2,25.9,45.0,26,70,in_class,25.0,81.7
2026-06-01 11:15:00,1024.1,26.0,45.1,57,70,in_class,25.9,81.3
2026-06-01 11:16:00,1037.3,26.0,45.0,56,70,in_class,25.5,79.2
2026-06-01 11:17:00,1038.3,26.0,45.0,43,70,in_class,26.3,78.1
2026-06-01 11:18:00,1029.3,26.1,45.0,29,70,in_class,25.8,78.6
2026-06-01 11:19:00,1012.9,26.1,45.0,30,70,in_class,25.0,77.1
2026-06-01 11:20:00,1032.5,26.1,45.0,51,70,in_class,25.1,81.4
2026-06-01 11:21:00,1021.6,26.0,45.0,37,70,in_class,25.6,79.5
2026-06-01 11:22:00,1049.2,26.1,45.2,60,70,in_class,25.4,80.2
2026-06-01 11:23:00,1034.0,26.1,45.0,30,70,in_class,25.3,79.0
2026-06-01 11:24:00,1038.2,26.2,45.0,46,70,in_class,26.2,76.2
2026-06-01 11:25:00,1042.0,26.3,45.0,49,70,in_class,25.4,78.3
2026-06-01 11:26:00,1053.8,26.3,45.0,51,70,in_class,25.9,76.2
2026-06-01 11:27:00,1073.9,26.4,45.0,58,70,in_class,25.3,81.1
2026-06-01 11:28:00,1057.1,26.4,45.0,31,70,in_class,26.0,76.3
2026-06-01 11:29:00,1051.6,26.4,45.0,56,100,in_class,26.0,78.8
2026-06-01 11:30:00,1032.9,26.3,45.0,37,100,in_class,25.3,79.4
2026-06-01 11:31:00,1027.1,26.3,45.0,56,100,in_class,26.3,76.6
2026-06-01 11:32:00,1006.1,26.2,45.0,36,100,in_class,25.5,79.2
2026-06-01 11:33:00,995.9,26.2,45.0,30,70,in_class,26.3,78.0
2026-06-01 11:34:00,1013.2,26.2,45.0,55,70,in_class,25.9,78.3
2026-06-01 11:35:00,1024.6,26.3,45.0,51,70,in_class,25.3,78.0
2026-06-01 11:36:00,1025.6,26.3,45.0,42,70,in_class,25.3,78.3
2026-06-01 11:37:00,1031.3,26.3,45.0,47,70,in_class,25.7,78.1
2026-06-01 11:38:00,1023.7,26.3,45.0,33,70,in_class,26.1,80.3
2026-06-01 11:39:00,1033.6,26.4,45.0,48,70,in_class,25.4,77.0
2026-06-01 11:40:00,1025.1,26.4,45.0,29,70,in_class,25.3,78.1
2026-06-01 11:41:00,1018.0,26.4,45.0,34,70,in_class,26.5,80.4
2026-06-01 11:42:00,1010.1,26.3,45.0,35,70,in_class,25.4,81.9
2026-06-01 11:43:00,1027.6,26.3,45.0,55,70,in_class,26.4,81.0
2026-06-01 11:44:00,1012.4,26.3,45.0,32,70,in_class,26.6,77.2
2026-06-01 11:45:00,1021.1,26.3,45.0,39,70,in_class,25.6,76.3
2026-06-01 11:46:00,1010.0,26.2,45.0,34,70,in_class,25.3,80.2
2026-06-01 11:47:00,1019.9,26.2,45.0,45,70,in_class,25.4,76.9
2026-06-01 11:48:00,1023.3,26.2,45.0,48,70,in_class,26.5,77.5
2026-06-01 11:49:00,1035.9,26.2,45.0,51,70,in_class,25.5,79.7
2026-06-01 11:50:00,1027.7,26.2,45.0,32,70,in_class,25.3,77.1
2026-06-01 11:51:00,1041.2,26.2,45.0,54,70,in_class,25.7,78.2
2026-06-01 11:52:00,1046.6,26.2,45.0,45,70,in_class,26.2,79.4
2026-06-01 11:53:00,1031.9,26.2,45.0,32,70,in_class,26.3,76.8
2026-06-01 11:54:00,1050.7,26.2,45.0,54,70,in_class,26.2,76.2
2026-06-01 11:55:00,1051.4,26.3,45.0,46,70,in_class,25.9,81.7
2026-06-01 11:56:00,1050.7,26.3,45.0,42,70,in_class,25.9,76.6
2026-06-01 11:57:00,1031.2,26.3,45.0,43,100,in_class,26.0,78.1
2026-06-01 11:58:00,1005.3,26.2,45.0,33,100,in_class,26.4,79.0
2026-06-01 11:59:00,1017.2,26.2,45.0,51,70,in_class,25.7,76.0
2026-06-01 12:00:00,979.7,26.0,45.0,0,70,lunch_break,25.5,77.6
2026-06-01 12:01:00,936.2,25.9,45.0,0,70,lunch_break,26.4,80.1
2026-06-01 12:02:00,904.6,25.8,45.0,0,70,lunch_break,26.7,79.6
2026-06-01 12:03:00,866.3,25.6,45.0,0,70,lunch_break,26.3,77.2
2026-06-01 12:04:00,842.6,25.4,45.0,0,50,lunch_break,25.7,81.7
2026-06-01 12:05:00,828.2,25.3,45.0,0,50,lunch_break,26.7,80.5
2026-06-01 12:06:00,800.9,25.3,45.0,0,50,lunch_break,26.8,78.9
2026-06-01 12:07:00,788.6,25.3,45.1,0,30,lunch_break,26.3,77.0
2026-06-01 12:08:00,781.7,25.2,45.5,0,30,lunch_break,25.6,79.1
2026-06-01 12:09:00,769.9,25.1,45.2,0,30,lunch_break,25.9,76.9
2026-06-01 12:10:00,757.4,25.2,45.6,0,30,lunch_break,26.6,76.7
2026-06-01 12:11:00,753.9,25.2,46.0,0,30,lunch_break,26.7,80.9
2026-06-01 12:12:00,744.1,25.3,45.9,0,30,lunch_break,26.6,78.3
2026-06-01 12:13:00,733.6,25.3,46.4,0,30,lunch_break,25.6,79.7
2026-06-01 12:14:00,720.4,25.3,46.8,0,30,lunch_break,25.7,79.2
2026-06-01 12:15:00,712.2,25.3,46.7,0,30,lunch_break,26.6,76.1
2026-06-01 12:16:00,701.3,25.2,46.6,0,30,lunch_break,26.7,78.5
2026-06-01 12:17:00,694.7,25.2,46.8,0,30,lunch_break,26.0,78.8
2026-06-01 12:18:00,682.5,25.2,46.9,0,30,lunch_break,26.3,80.7
2026-06-01 12:19:00,678.9,25.2,47.4,0,30,lunch_break,25.8,81.7
2026-06-01 12:20:00,676.2,25.3,47.8,0,10,lunch_break,26.1,77.0
2026-06-01 12:21:00,678.1,25.4,48.4,0,10,lunch_break,26.9,76.1
2026-06-01 12:22:00,672.1,25.3,49.0,0,10,lunch_break,26.2,80.6
2026-06-01 12:23:00,670.3,25.3,50.0,0,10,lunch_break,26.0,79.7
2026-06-01 12:24:00,665.2,25.3,50.3,0,10,lunch_break,27.0,79.0
2026-06-01 12:25:00,662.7,25.4,51.3,0,10,lunch_break,26.4,81.9
2026-06-01 12:26:00,665.4,25.5,52.0,0,10,lunch_break,26.5,76.6
2026-06-01 12:27:00,659.7,25.4,52.3,0,10,lunch_break,27.0,81.2
2026-06-01 12:28:00,654.8,25.5,52.4,0,10,lunch_break,26.0,77.7
2026-06-01 12:29:00,653.9,25.5,52.6,0,10,lunch_break,26.4,76.2
2026-06-01 12:30:00,654.5,25.5,52.8,0,10,lunch_break,26.7,78.9
2026-06-01 12:31:00,647.9,25.5,53.2,0,10,lunch_break,26.6,79.5
2026-06-01 12:32:00,647.0,25.5,54.0,0,10,lunch_break,26.1,77.2
2026-06-01 12:33:00,646.4,25.5,54.8,0,10,lunch_break,27.1,81.6
2026-06-01 12:34:00,643.8,25.5,55.4,0,10,lunch_break,26.8,78.5
2026-06-01 12:35:00,641.9,25.4,55.6,0,10,lunch_break,26.2,77.8
2026-06-01 12:36:00,636.1,25.4,55.9,0,10,lunch_break,26.0,76.8
2026-06-01 12:37:00,639.8,25.5,56.3,0,10,lunch_break,26.6,79.5
2026-06-01 12:38:00,631.4,25.5,57.0,0,10,lunch_break,26.0,78.1
2026-06-01 12:39:00,628.6,25.6,57.3,0,10,lunch_break,27.0,76.6
2026-06-01 12:40:00,628.6,25.6,57.7,0,10,lunch_break,26.8,80.3
2026-06-01 12:41:00,627.4,25.6,57.9,0,10,lunch_break,27.0,79.8
2026-06-01 12:42:00,624.3,25.7,58.6,0,10,lunch_break,26.2,78.7
2026-06-01 12:43:00,621.6,25.7,58.9,0,10,lunch_break,26.2,81.5
2026-06-01 12:44:00,624.7,25.6,59.4,0,10,lunch_break,26.1,78.7
2026-06-01 12:45:00,616.3,25.7,59.9,0,10,lunch_break,26.1,77.7
2026-06-01 12:46:00,618.6,25.7,60.0,0,10,lunch_break,26.2,78.6
2026-06-01 12:47:00,611.0,25.7,60.1,0,10,lunch_break,26.6,77.9
2026-06-01 12:48:00,609.5,25.7,60.8,0,10,lunch_break,26.6,78.4
2026-06-01 12:49:00,606.7,25.8,61.1,0,10,lunch_break,26.7,80.8
2026-06-01 12:50:00,612.7,25.8,61.2,0,10,lunch_break,26.4,78.6
2026-06-01 12:51:00,609.3,25.8,61.7,0,10,lunch_break,26.7,76.8
2026-06-01 12:52:00,607.6,25.7,62.2,0,10,lunch_break,26.8,76.7
2026-06-01 12:53:00,602.0,25.8,62.5,0,10,lunch_break,26.4,81.0
2026-06-01 12:54:00,597.4,25.8,62.9,0,10,lunch_break,26.4,79.9
2026-06-01 12:55:00,600.9,25.9,62.9,0,10,lunch_break,27.3,78.7
2026-06-01 12:56:00,596.0,25.9,63.3,0,10,lunch_break,27.1,81.8
2026-06-01 12:57:00,594.0,25.8,63.7,0,10,lunch_break,26.1,77.8
2026-06-01 12:58:00,594.0,25.9,63.7,0,10,lunch_break,27.0,76.4
2026-06-01 12:59:00,589.1,26.0,63.4,0,10,lunch_break,26.8,75.9
2026-06-01 13:00:00,588.9,25.9,63.3,0,10,lunch_break,26.7,77.7
2026-06-01 13:01:00,593.4,25.9,63.1,0,10,lunch_break,27.4,76.6
2026-06-01 13:02:00,584.7,26.0,63.4,0,10,lunch_break,26.6,77.2
2026-06-01 13:03:00,587.7,26.0,63.9,0,10,lunch_break,26.7,76.7
2026-06-01 13:04:00,583.8,26.0,63.7,0,10,lunch_break,27.4,81.2
2026-06-01 13:05:00,586.4,26.1,64.1,0,10,lunch_break,27.2,81.7
2026-06-01 13:06:00,583.3,26.0,64.4,0,10,lunch_break,26.3,81.5
2026-06-01 13:07:00,579.2,26.1,64.7,0,10,lunch_break,26.6,78.5
2026-06-01 13:08:00,577.6,26.1,65.0,0,10,lunch_break,26.7,79.4
2026-06-01 13:09:00,577.2,26.0,65.3,0,10,lunch_break,26.4,78.8
2026-06-01 13:10:00,571.3,26.1,65.2,0,10,lunch_break,27.2,77.6
2026-06-01 13:11:00,568.8,26.0,65.2,0,10,lunch_break,27.1,80.9
2026-06-01 13:12:00,575.3,26.0,65.5,0,10,lunch_break,26.4,77.3
2026-06-01 13:13:00,567.2,26.1,65.9,0,10,lunch_break,26.4,75.7
2026-06-01 13:14:00,568.5,26.0,65.7,0,10,lunch_break,26.2,79.7
2026-06-01 13:15:00,568.6,26.0,65.7,0,10,lunch_break,26.5,79.7
2026-06-01 13:16:00,563.3,25.9,66.3,0,10,lunch_break,26.6,81.1
2026-06-01 13:17:00,565.2,26.0,66.6,0,10,lunch_break,27.5,76.8
2026-06-01 13:18:00,567.2,26.0,67.0,0,10,lunch_break,26.8,76.5
2026-06-01 13:19:00,561.8,26.0,66.9,0,10,lunch_break,27.5,77.7
2026-06-01 13:20:00,562.4,26.0,67.0,0,10,lunch_break,27.1,80.8
2026-06-01 13:21:00,555.7,26.1,67.4,0,10,lunch_break,27.5,78.8
2026-06-01 13:22:00,554.7,26.1,67.7,0,10,lunch_break,27.6,81.5
2026-06-01 13:23:00,561.0,26.0,67.3,0,10,lunch_break,27.2,78.3
2026-06-01 13:24:00,554.1,26.0,67.4,0,10,lunch_break,26.8,80.1
2026-06-01 13:25:00,557.1,26.1,67.5,0,10,lunch_break,26.9,76.3
2026-06-01 13:26:00,547.6,26.2,67.7,0,10,lunch_break,27.2,81.0
2026-06-01 13:27:00,555.3,26.2,67.7,0,10,lunch_break,26.9,75.6
2026-06-01 13:28:00,551.9,26.3,67.9,0,10,lunch_break,27.6,77.4
2026-06-01 13:29:00,543.3,26.2,68.1,0,10,lunch_break,26.8,80.9
